study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB4681	SAMEA2204810	ERX406211	ERR439548	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439548/ERR439548_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439548/ERR439548_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439548/11791_3#16.cram	
PRJEB4681	SAMEA2204814	ERX406212	ERR439549	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439549/ERR439549_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439549/ERR439549_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439549/11791_3#17.cram	
PRJEB4681	SAMEA2204825	ERX406213	ERR439550	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439550/ERR439550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439550/ERR439550_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439550/11791_3#18.cram	
PRJEB4681	SAMEA2204827	ERX406214	ERR439551	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439551/ERR439551_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439551/ERR439551_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439551/11791_3#19.cram	
PRJEB4681	SAMEA2204830	ERX406215	ERR439552	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439552/ERR439552_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439552/ERR439552_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439552/11791_3#20.cram	
PRJEB4681	SAMEA2204833	ERX406216	ERR439553	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439553/ERR439553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439553/ERR439553_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439553/11791_3#21.cram	
PRJEB4681	SAMEA2204834	ERX406217	ERR439554	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439554/ERR439554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439554/ERR439554_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439554/11791_3#22.cram	
PRJEB4681	SAMEA2204835	ERX406218	ERR439555	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439555/ERR439555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439555/ERR439555_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439555/11791_3#23.cram	
PRJEB4681	SAMEA2204842	ERX406219	ERR439556	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439556/ERR439556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439556/ERR439556_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439556/11791_3#24.cram	
PRJEB4681	SAMEA2204843	ERX406220	ERR439557	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439557/ERR439557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439557/ERR439557_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439557/11791_3#25.cram	
PRJEB4681	SAMEA2204845	ERX406221	ERR439558	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439558/ERR439558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439558/ERR439558_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439558/11791_3#26.cram	
PRJEB4681	SAMEA2204849	ERX406222	ERR439559	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439559/ERR439559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439559/ERR439559_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439559/11791_3#27.cram	
PRJEB4681	SAMEA2204853	ERX406223	ERR439560	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439560/ERR439560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439560/ERR439560_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439560/11791_3#28.cram	
PRJEB4681	SAMEA2204858	ERX406224	ERR439561	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439561/ERR439561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439561/ERR439561_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439561/11791_3#29.cram	
PRJEB4681	SAMEA2204861	ERX406225	ERR439562	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439562/ERR439562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439562/ERR439562_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439562/11791_3#30.cram	
PRJEB4681	SAMEA2204865	ERX406226	ERR439563	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439563/ERR439563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439563/ERR439563_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439563/11791_3#31.cram	
PRJEB4681	SAMEA2204875	ERX406227	ERR439564	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439564/ERR439564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439564/ERR439564_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439564/11791_3#32.cram	
PRJEB4681	SAMEA2204904	ERX406228	ERR439565	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439565/ERR439565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439565/ERR439565_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439565/11791_3#33.cram	
PRJEB4681	SAMEA2204907	ERX406229	ERR439566	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439566/ERR439566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439566/ERR439566_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439566/11791_3#34.cram	
PRJEB4681	SAMEA2204910	ERX406230	ERR439567	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439567/ERR439567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439567/ERR439567_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439567/11791_3#35.cram	
PRJEB4681	SAMEA2204929	ERX406231	ERR439568	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439568/ERR439568_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439568/ERR439568_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439568/11791_3#36.cram	
PRJEB4681	SAMEA2204938	ERX406232	ERR439569	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439569/ERR439569_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439569/ERR439569_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439569/11791_3#37.cram	
PRJEB4681	SAMEA2205067	ERX406233	ERR439570	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439570/ERR439570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439570/ERR439570_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439570/11791_3#38.cram	
PRJEB4681	SAMEA2205073	ERX406234	ERR439571	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439571/ERR439571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439571/ERR439571_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439571/11791_3#39.cram	
PRJEB4681	SAMEA2205074	ERX406235	ERR439572	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439572/ERR439572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439572/ERR439572_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439572/11791_3#40.cram	
PRJEB4681	SAMEA2205085	ERX406236	ERR439573	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439573/ERR439573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439573/ERR439573_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439573/11791_3#41.cram	
PRJEB4681	SAMEA2205096	ERX406237	ERR439574	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439574/ERR439574_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439574/ERR439574_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439574/11791_3#42.cram	
PRJEB4681	SAMEA2205103	ERX406238	ERR439575	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439575/ERR439575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439575/ERR439575_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439575/11791_3#43.cram	
PRJEB4681	SAMEA2205109	ERX406239	ERR439576	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439576/ERR439576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439576/ERR439576_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439576/11791_3#44.cram	
PRJEB4681	SAMEA2205120	ERX406240	ERR439577	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439577/ERR439577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439577/ERR439577_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439577/11791_3#45.cram	
PRJEB4681	SAMEA2205133	ERX406241	ERR439578	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439578/ERR439578_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439578/ERR439578_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439578/11791_3#46.cram	
PRJEB4681	SAMEA2205134	ERX406242	ERR439579	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439579/ERR439579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439579/ERR439579_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439579/11791_3#47.cram	
PRJEB4681	SAMEA2205143	ERX406243	ERR439580	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439580/ERR439580_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439580/ERR439580_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439580/11791_3#48.cram	
PRJEB4681	SAMEA2205156	ERX406244	ERR439581	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439581/ERR439581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439581/ERR439581_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439581/11791_3#49.cram	
PRJEB4681	SAMEA2205175	ERX406245	ERR439582	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439582/ERR439582_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439582/ERR439582_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439582/11791_3#50.cram	
PRJEB4681	SAMEA2205184	ERX406246	ERR439583	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439583/ERR439583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439583/ERR439583_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439583/11791_3#51.cram	
PRJEB4681	SAMEA2205193	ERX406247	ERR439584	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439584/ERR439584_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439584/ERR439584_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439584/11791_3#52.cram	
PRJEB4681	SAMEA2205200	ERX406248	ERR439585	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439585/ERR439585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439585/ERR439585_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439585/11791_3#53.cram	
PRJEB4681	SAMEA2205202	ERX406249	ERR439586	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439586/ERR439586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439586/ERR439586_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439586/11791_3#54.cram	
PRJEB4681	SAMEA2205217	ERX406250	ERR439587	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439587/ERR439587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439587/ERR439587_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439587/11791_3#55.cram	
PRJEB4681	SAMEA2205218	ERX406251	ERR439588	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439588/ERR439588_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439588/ERR439588_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439588/11791_3#56.cram	
PRJEB4681	SAMEA2205225	ERX406252	ERR439589	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439589/ERR439589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439589/ERR439589_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439589/11791_3#57.cram	
PRJEB4681	SAMEA2205234	ERX406253	ERR439590	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439590/ERR439590_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439590/ERR439590_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439590/11791_3#58.cram	
PRJEB4681	SAMEA2205242	ERX406254	ERR439591	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439591/ERR439591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439591/ERR439591_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439591/11791_3#59.cram	
PRJEB4681	SAMEA2205260	ERX406255	ERR439592	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439592/ERR439592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439592/ERR439592_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439592/11791_3#60.cram	
PRJEB4681	SAMEA2205266	ERX406256	ERR439593	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439593/ERR439593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439593/ERR439593_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439593/11791_3#61.cram	
PRJEB4681	SAMEA2205289	ERX406257	ERR439594	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439594/ERR439594_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439594/ERR439594_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439594/11791_3#62.cram	
PRJEB4681	SAMEA2205319	ERX406258	ERR439595	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439595/ERR439595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439595/ERR439595_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439595/11791_3#63.cram	
PRJEB4681	SAMEA2205416	ERX406259	ERR439596	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439596/ERR439596_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439596/ERR439596_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439596/11791_3#64.cram	
PRJEB4681	SAMEA2205435	ERX406260	ERR439597	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439597/ERR439597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439597/ERR439597_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439597/11791_3#65.cram	
PRJEB4681	SAMEA2205584	ERX406261	ERR439598	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439598/ERR439598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439598/ERR439598_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439598/11791_3#66.cram	
PRJEB4681	SAMEA2205622	ERX406262	ERR439599	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439599/ERR439599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439599/ERR439599_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439599/11791_3#67.cram	
PRJEB4681	SAMEA2205625	ERX406263	ERR439600	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439600/ERR439600_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439600/ERR439600_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439600/11791_3#68.cram	
PRJEB4681	SAMEA2205627	ERX406264	ERR439601	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439601/ERR439601_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439601/ERR439601_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439601/11791_3#69.cram	
PRJEB4681	SAMEA2205629	ERX406265	ERR439602	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439602/ERR439602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439602/ERR439602_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439602/11791_3#70.cram	
PRJEB4681	SAMEA2205630	ERX406266	ERR439603	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439603/ERR439603_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439603/ERR439603_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439603/11791_3#71.cram	
PRJEB4681	SAMEA2205633	ERX406267	ERR439604	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439604/ERR439604_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439604/ERR439604_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439604/11791_3#72.cram	
PRJEB4681	SAMEA2205635	ERX406268	ERR439605	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439605/ERR439605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439605/ERR439605_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439605/11791_3#73.cram	
PRJEB4681	SAMEA2205637	ERX406269	ERR439606	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439606/ERR439606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439606/ERR439606_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439606/11791_3#74.cram	
PRJEB4681	SAMEA2205640	ERX406270	ERR439607	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439607/ERR439607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439607/ERR439607_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439607/11791_3#75.cram	
PRJEB4681	SAMEA2205645	ERX406271	ERR439608	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439608/ERR439608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439608/ERR439608_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439608/11791_3#76.cram	
PRJEB4681	SAMEA2205651	ERX406272	ERR439609	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439609/ERR439609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439609/ERR439609_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439609/11791_3#77.cram	
PRJEB4681	SAMEA2205653	ERX406273	ERR439610	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439610/ERR439610_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439610/ERR439610_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439610/11791_3#78.cram	
PRJEB4681	SAMEA2205662	ERX406274	ERR439611	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439611/ERR439611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439611/ERR439611_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439611/11791_3#79.cram	
PRJEB4681	SAMEA2205663	ERX406275	ERR439612	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439612/ERR439612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439612/ERR439612_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439612/11791_3#80.cram	
PRJEB4681	SAMEA2205667	ERX406276	ERR439613	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439613/ERR439613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439613/ERR439613_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439613/11791_3#81.cram	
PRJEB4681	SAMEA2205671	ERX406277	ERR439614	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439614/ERR439614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439614/ERR439614_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439614/11791_3#82.cram	
PRJEB4681	SAMEA2205672	ERX406278	ERR439615	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439615/ERR439615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439615/ERR439615_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439615/11791_3#83.cram	
PRJEB4681	SAMEA2205673	ERX406279	ERR439616	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439616/ERR439616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439616/ERR439616_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439616/11791_3#84.cram	
PRJEB4681	SAMEA2205675	ERX406280	ERR439617	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439617/ERR439617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439617/ERR439617_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439617/11791_3#85.cram	
PRJEB4681	SAMEA2205678	ERX406281	ERR439618	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439618/ERR439618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439618/ERR439618_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439618/11791_3#86.cram	
PRJEB4681	SAMEA2205703	ERX406282	ERR439619	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439619/ERR439619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439619/ERR439619_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439619/11791_3#87.cram	
PRJEB4681	SAMEA2205705	ERX406283	ERR439620	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439620/ERR439620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439620/ERR439620_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439620/11791_3#88.cram	
PRJEB4681	SAMEA2205706	ERX406284	ERR439621	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439621/ERR439621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR439/ERR439621/ERR439621_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR439/ERR439621/11791_3#89.cram	
